"id","priority","name","details","created_at","updated_at","disable"
691,False,"maulana azad national urdu university","{""state"": {""id"": 38, ""name"": ""telangana"", ""created"": ""2023-01-11T15:30:33.876155Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""36""}, ""updated"": ""2023-01-11T15:30:33.876155Z"", ""priority"": false}, ""address"": ""Gachibowli, Hyderabad, Telangana State, Hyderabad"", ""comment"": ""Maulana Azad National Urdu University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.manuu.edu.in"", ""district"": {""id"": 610, ""name"": ""ranga reddy"", ""created"": ""2023-01-11T15:33:24.450471Z"", ""details"": {""state"": {""id"": 38, ""name"": ""telangana"", ""created"": ""2023-01-11T15:30:33.876155Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""36""}, ""updated"": ""2023-01-11T15:30:33.876155Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.450471Z"", ""priority"": false}, ""shortname"": ""MANUU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Central University"", ""qualification_type"": null}","2023-01-11 15:38:31.943092+00","2024-02-05 04:52:54.879833+00",False
692,False,"maulana azad university","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""BUJHAWAR, GANGANA ROAD, TEHSIL LUNI"", ""comment"": ""MAULANA AZAD UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""mauj.ac.in"", ""district"": {""id"": 532, ""name"": ""jodhpur"", ""created"": ""2023-01-11T15:33:24.346258Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.346258Z"", ""priority"": false}, ""shortname"": ""MAU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.944925+00","2024-02-05 04:53:04.032045+00",False
693,False,"maulana mazharul haque arabic & persian university","{""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}, ""address"": ""Mithapur Farm Area, Patna, Patna"", ""comment"": ""Maulana Mazharul Haque Arabic & Persian University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://mmhapu.ac.in"", ""district"": {""id"": 100, ""name"": ""patna"", ""created"": ""2023-01-11T15:33:23.753011Z"", ""details"": {""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.753011Z"", ""priority"": false}, ""shortname"": ""MMHAPU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:31.946758+00","2024-02-05 04:53:23.859686+00",False
694,False,"mbm university","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""Air Force Area, Jodhpur, Rajasthan 342011"", ""comment"": ""MBM UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://mbm.ac.in/"", ""district"": {""id"": 532, ""name"": ""jodhpur"", ""created"": ""2023-01-11T15:33:24.346258Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.346258Z"", ""priority"": false}, ""shortname"": ""MBMU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:31.94862+00","2024-02-05 04:53:32.343369+00",False
695,False,"medhavi skills university","{""state"": {""id"": 36, ""name"": ""sikkim"", ""created"": ""2023-01-11T15:30:33.873203Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""11""}, ""updated"": ""2023-01-11T15:30:33.873203Z"", ""priority"": false}, ""address"": ""Bazar, Topakhani, Lower Chisopani, Singtam, Singtam, Sikkim 737134"", ""comment"": ""MEDHAVI SKILLS UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://www.msu.edu.in/"", ""district"": {""id"": 544, ""name"": ""east sikkim"", ""created"": ""2023-01-11T15:33:24.362059Z"", ""details"": {""state"": {""id"": 36, ""name"": ""sikkim"", ""created"": ""2023-01-11T15:30:33.873203Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""11""}, ""updated"": ""2023-01-11T15:30:33.873203Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.362059Z"", ""priority"": false}, ""shortname"": ""MSU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.950451+00","2024-02-05 04:54:26.299418+00",False
696,False,"medi-caps university","{""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}, ""address"": ""A B ROAD, RAU, INDORE"", ""comment"": ""MEDI-CAPS UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.medicaps.ac.in"", ""district"": {""id"": 337, ""name"": ""indore"", ""created"": ""2023-01-11T15:33:24.079355Z"", ""details"": {""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.079355Z"", ""priority"": false}, ""shortname"": ""MCU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.952285+00","2024-02-05 04:54:40.453811+00",False
697,False,"meenakshi academy of higher education and research","{""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}, ""address"": ""No.12, Vembuliamman Koil Street, K.K.Nagar(West),, Chennai-600078, Chennai"", ""comment"": ""Meenakshi Academy of Higher Education and Research"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.maher.ac.in"", ""district"": {""id"": 550, ""name"": ""chennai"", ""created"": ""2023-01-11T15:33:24.369967Z"", ""details"": {""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.369967Z"", ""priority"": false}, ""shortname"": ""MAHER"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Deemed University"", ""qualification_type"": null}","2023-01-11 15:38:31.954144+00","2024-02-05 04:54:56.175306+00",False
698,False,"mewar university","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""NH 79, GANGRAR, CHITTAURGARH"", ""comment"": ""Mewar University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.mewaruniversity.org"", ""district"": {""id"": 521, ""name"": ""chittorgarh"", ""created"": ""2023-01-11T15:33:24.328244Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.328244Z"", ""priority"": false}, ""shortname"": ""MU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.95598+00","2024-02-05 04:55:05.121811+00",False
699,False,"mgm institute of health sciences","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""Sector - 1, Kamothe, Navi Mumbai"", ""comment"": ""MGM Institute of Health Sciences"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.mgmuhs.com"", ""district"": {""id"": 396, ""name"": ""raigad"", ""created"": ""2023-01-11T15:33:24.157343Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.157343Z"", ""priority"": false}, ""shortname"": ""MGMIHS"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Deemed UniversitY"", ""qualification_type"": null}","2023-01-11 15:38:31.957836+00","2024-02-05 04:55:24.234637+00",False
700,False,"mgm university","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""MGM Campus, N - 6, Cidco, Aurangabad"", ""comment"": ""MGM UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.mgmu.ac.in"", ""district"": {""id"": 373, ""name"": ""aurangabad"", ""created"": ""2023-01-11T15:33:24.126925Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.126925Z"", ""priority"": false}, ""shortname"": ""MGMU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.959667+00","2024-02-05 04:55:33.504038+00",False
701,False,"mit art, design and technology university","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""Rajbaug, Next to Hadapsar, Loni Kalbhor,, Pune - Solapur Road, Pune"", ""comment"": ""MIT Art, Design and Technology University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.mituniversity.edu.in"", ""district"": {""id"": 395, ""name"": ""pune"", ""created"": ""2023-01-11T15:33:24.156021Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.156021Z"", ""priority"": false}, ""shortname"": ""MITADTU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.961499+00","2024-02-05 04:55:48.459756+00",False
702,False,"mizoram university","{""state"": {""id"": 30, ""name"": ""mizoram"", ""created"": ""2023-01-11T15:30:33.864516Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""15""}, ""updated"": ""2023-01-11T15:30:33.864516Z"", ""priority"": false}, ""address"": ""Aizawl, Aizawl"", ""comment"": ""Mizoram University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.mzu.edu.in"", ""district"": {""id"": 433, ""name"": ""aizawl"", ""created"": ""2023-01-11T15:33:24.206252Z"", ""details"": {""state"": {""id"": 30, ""name"": ""mizoram"", ""created"": ""2023-01-11T15:30:33.864516Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""15""}, ""updated"": ""2023-01-11T15:30:33.864516Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.206252Z"", ""priority"": false}, ""shortname"": ""MU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Central University"", ""qualification_type"": null}","2023-01-11 15:38:31.96334+00","2024-02-05 04:55:58.600723+00",False
703,False,"mody university of science and technology","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""N.H. 11,, LAKSHMANGARH, LAKSHMANGARH"", ""comment"": ""Mody University of Science and Technology"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.modyuniversity.ac.in"", ""district"": {""id"": 539, ""name"": ""sikar"", ""created"": ""2023-01-11T15:33:24.355471Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.355471Z"", ""priority"": false}, ""shortname"": ""MUST"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.965166+00","2024-02-05 04:56:19.516414+00",False
