"id","priority","name","details","created_at","updated_at","disable"
672,False,"mandya university","{""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}, ""address"": ""M C ROAD, MANDYA, MANDYA"", ""comment"": ""MANDYA UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""https://mandyauniversity.ac.in/"", ""district"": {""id"": 287, ""name"": ""mandya"", ""created"": ""2023-01-11T15:33:24.007654Z"", ""details"": {""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.007654Z"", ""priority"": false}, ""shortname"": ""MU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:31.908194+00","2024-02-05 04:49:08.964027+00",False
673,False,"mangalayatan university - barela","{""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}, ""address"": ""NH-30, Mandla Road,, Near Sharda Davi Mandir, Barela"", ""comment"": ""MANGALAYATAN UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""mangalayatan.ac.in"", ""district"": {""id"": 338, ""name"": ""jabalpur"", ""created"": ""2023-01-11T15:33:24.080674Z"", ""details"": {""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.080674Z"", ""priority"": false}, ""shortname"": ""MU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.910023+00","2024-02-05 04:49:23.870949+00",False
674,False,"mangalayatan university - aligarh","{""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}, ""address"": ""33rd Milestone, Aligarh-Mathura Highway, P.O. Beswan, Aligarh"", ""comment"": ""Mangalayatan University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.mangalayatan.in"", ""district"": {""id"": 628, ""name"": ""aligarh"", ""created"": ""2023-01-11T15:33:24.479827Z"", ""details"": {""state"": {""id"": 40, ""name"": ""uttar pradesh"", ""created"": ""2023-01-11T15:30:33.879079Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""9""}, ""updated"": ""2023-01-11T15:30:33.879079Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.479827Z"", ""priority"": false}, ""shortname"": ""MU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.911854+00","2024-02-05 04:49:20.225656+00",False
675,False,"mangalore university","{""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}, ""address"": ""Mangalagangothri, Mangalore-574199, Dakshina Kannada, Mangalore - 574199, Mangalore"", ""comment"": ""Mangalore University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.mangaloreuniversity.ac.in"", ""district"": {""id"": 277, ""name"": ""dakshina kannada"", ""created"": ""2023-01-11T15:33:23.994424Z"", ""details"": {""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.994424Z"", ""priority"": false}, ""shortname"": ""MU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:31.913678+00","2024-02-05 04:49:33.042806+00",False
676,False,"manipal academy of higher education","{""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}, ""address"": ""manipal.edu Building, Manipal, Manipal, Udupi"", ""comment"": ""Manipal Academy of Higher Education"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.manipal.edu"", ""district"": {""id"": 293, ""name"": ""udupi"", ""created"": ""2023-01-11T15:33:24.015597Z"", ""details"": {""state"": {""id"": 23, ""name"": ""karnataka"", ""created"": ""2023-01-11T15:30:33.853975Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""29""}, ""updated"": ""2023-01-11T15:30:33.853975Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.015597Z"", ""priority"": false}, ""shortname"": ""MAHE"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Deemed University"", ""qualification_type"": null}","2023-01-11 15:38:31.915517+00","2024-02-05 04:49:49.878682+00",False
677,False,"manipal university","{""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}, ""address"": ""MANIPAL UNIVERSITY JAIPUR, DEHMI KALAN, JAIPUR AJMER EXP. WAY, JAIPUR"", ""comment"": ""MANIPAL UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.jaipur.manipal.edu"", ""district"": {""id"": 527, ""name"": ""jaipur"", ""created"": ""2023-01-11T15:33:24.33822Z"", ""details"": {""state"": {""id"": 35, ""name"": ""rajasthan"", ""created"": ""2023-01-11T15:30:33.871819Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""8""}, ""updated"": ""2023-01-11T15:30:33.871819Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.33822Z"", ""priority"": false}, ""shortname"": ""MU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.917356+00","2024-02-05 04:50:07.126118+00",False
678,False,"manipur international university","{""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}, ""address"": ""WH5+99G, Ghari, Manipur 795140"", ""comment"": ""MANIPUR INTERNATIONAL UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""http://miuonline.in/"", ""district"": {""id"": 410, ""name"": ""imphal west"", ""created"": ""2023-01-11T15:33:24.175896Z"", ""details"": {""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.175896Z"", ""priority"": false}, ""shortname"": ""MIU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.91919+00","2024-02-05 04:50:16.85658+00",False
679,False,"manipur technical university","{""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}, ""address"": ""Takyelpat, Govt. Polytechnic Campus (Satellite Campus), Imphal-West 795004, Manipur, Imphal- West"", ""comment"": ""MANIPUR TECHNICAL UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""mtu.ac.in"", ""district"": {""id"": 410, ""name"": ""imphal west"", ""created"": ""2023-01-11T15:33:24.175896Z"", ""details"": {""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.175896Z"", ""priority"": false}, ""shortname"": ""MTU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:31.921024+00","2024-02-05 04:50:29.69483+00",False
680,False,"manipur university of culture","{""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}, ""address"": ""Palace Compound Imphal, Near Bheigyachandra Open Air Theatre (BOAT), Imphal"", ""comment"": ""MANIPUR UNIVERSITY OF CULTURE"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.muc.ac.in"", ""district"": {""id"": 409, ""name"": ""imphal east"", ""created"": ""2023-01-11T15:33:24.174545Z"", ""details"": {""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.174545Z"", ""priority"": false}, ""shortname"": ""MUC"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:31.922856+00","2024-02-05 04:50:47.895029+00",False
681,False,"manipur university","{""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}, ""address"": ""Canchipur, Imphal, Pin-795003, Imphal"", ""comment"": ""Manipur University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.manipuruniv.ac.in"", ""district"": {""id"": 410, ""name"": ""imphal west"", ""created"": ""2023-01-11T15:33:24.175896Z"", ""details"": {""state"": {""id"": 28, ""name"": ""manipur"", ""created"": ""2023-01-11T15:30:33.861512Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""14""}, ""updated"": ""2023-01-11T15:30:33.861512Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.175896Z"", ""priority"": false}, ""shortname"": ""MU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Central University"", ""qualification_type"": null}","2023-01-11 15:38:31.924689+00","2024-02-05 04:50:43.038905+00",False
682,False,"manonmaniam sundaranar university","{""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}, ""address"": ""Abishekapatti, Tirunelvelii"", ""comment"": ""Manonmaniam Sundaranar University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.msuniv.ac.in"", ""district"": {""id"": 577, ""name"": ""tirunelveli"", ""created"": ""2023-01-11T15:33:24.40583Z"", ""details"": {""state"": {""id"": 37, ""name"": ""tamil nadu"", ""created"": ""2023-01-11T15:30:33.874584Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""33""}, ""updated"": ""2023-01-11T15:30:33.874584Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.40583Z"", ""priority"": false}, ""shortname"": ""MSU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:31.926546+00","2024-02-05 04:51:03.497504+00",False
683,False,"mansarovar global university","{""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}, ""address"": ""GRAM- GADIYA, RATNAKHEDI, BILKISGANJ, DIST. SEHORE"", ""comment"": ""MANSAROVAR GLOBAL UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.mguindia.com"", ""district"": {""id"": 358, ""name"": ""sehore"", ""created"": ""2023-01-11T15:33:24.107109Z"", ""details"": {""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.107109Z"", ""priority"": false}, ""shortname"": ""MGU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.928383+00","2024-02-05 04:51:12.426213+00",False
684,False,"marathwada agricultural university","{""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}, ""address"": ""Krishinagar, Basmat Road, Parbhani"", ""comment"": ""Marathwada Agricultural University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.vnmkv.ac.in"", ""district"": {""id"": 394, ""name"": ""parbhani"", ""created"": ""2023-01-11T15:33:24.154704Z"", ""details"": {""state"": {""id"": 27, ""name"": ""maharashtra"", ""created"": ""2023-01-11T15:30:33.860027Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""27""}, ""updated"": ""2023-01-11T15:30:33.860027Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.154704Z"", ""priority"": false}, ""shortname"": ""MAU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:31.930214+00","2024-02-05 04:51:21.105041+00",False
685,False,"martin luther christian university","{""state"": {""id"": 29, ""name"": ""meghalaya"", ""created"": ""2023-01-11T15:30:33.862971Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""17""}, ""updated"": ""2023-01-11T15:30:33.862971Z"", ""priority"": false}, ""address"": ""Block I, Dongktieh, Nongrah, Shillong"", ""comment"": ""Martin Luther Christian University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.mlcuniv.in"", ""district"": {""id"": 424, ""name"": ""east khasi hills"", ""created"": ""2023-01-11T15:33:24.194384Z"", ""details"": {""state"": {""id"": 29, ""name"": ""meghalaya"", ""created"": ""2023-01-11T15:30:33.862971Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""17""}, ""updated"": ""2023-01-11T15:30:33.862971Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.194384Z"", ""priority"": false}, ""shortname"": ""MLCU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.932051+00","2024-02-05 04:51:34.819395+00",False
686,False,"marwadi university","{""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}, ""address"": ""At: Gauridad, Rajkot-Morbi Highway, Rajkot"", ""comment"": ""Marwadi University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.marwadiuniversity.ac.in"", ""district"": {""id"": 183, ""name"": ""rajkot"", ""created"": ""2023-01-11T15:33:23.864971Z"", ""details"": {""state"": {""id"": 18, ""name"": ""gujarat"", ""created"": ""2023-01-11T15:30:33.846366Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""24""}, ""updated"": ""2023-01-11T15:30:33.846366Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.864971Z"", ""priority"": false}, ""shortname"": ""MU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.933892+00","2024-02-05 04:51:45.378445+00",False
687,False,"mata gujri university","{""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}, ""address"": ""Purab Pali Road, Mata Gujri Memorial Medical College, Kishanganj"", ""comment"": ""MATA GUJRI UNIVERSITY"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.matagujriuniversity.com"", ""district"": {""id"": 92, ""name"": ""kishanganj"", ""created"": ""2023-01-11T15:33:23.740385Z"", ""details"": {""state"": {""id"": 14, ""name"": ""bihar"", ""created"": ""2023-01-11T15:30:33.839718Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""10""}, ""updated"": ""2023-01-11T15:30:33.839718Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.740385Z"", ""priority"": false}, ""shortname"": ""MGU"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.935717+00","2024-02-05 04:51:56.570772+00",False
688,False,"mats university","{""state"": {""id"": 15, ""name"": ""chhattisgarh"", ""created"": ""2023-01-11T15:30:33.841531Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""22""}, ""updated"": ""2023-01-11T15:30:33.841531Z"", ""priority"": false}, ""address"": ""Aarang-Kharora Highway, Gram - Gullu, Aarang"", ""comment"": ""MATS University"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.matsuniversity.ac.in"", ""district"": {""id"": 136, ""name"": ""raipur"", ""created"": ""2023-01-11T15:33:23.802112Z"", ""details"": {""state"": {""id"": 15, ""name"": ""chhattisgarh"", ""created"": ""2023-01-11T15:30:33.841531Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""22""}, ""updated"": ""2023-01-11T15:30:33.841531Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:23.802112Z"", ""priority"": false}, ""shortname"": ""MATSU(MU)"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Private University"", ""qualification_type"": null}","2023-01-11 15:38:31.937597+00","2024-02-05 04:52:19.083125+00",False
689,False,"maulana abul kalam azad university of technology","{""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}, ""address"": ""NH-12, Haringhata, PO- Simhat, Haringhata"", ""comment"": ""Maulana Abul Kalam Azad University of Technology"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""http://makautwb.ac.in"", ""district"": {""id"": 728, ""name"": ""nadia"", ""created"": ""2023-01-11T15:33:24.612904Z"", ""details"": {""state"": {""id"": 42, ""name"": ""west bengal"", ""created"": ""2023-01-11T15:30:33.881997Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""19""}, ""updated"": ""2023-01-11T15:30:33.881997Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.612904Z"", ""priority"": false}, ""shortname"": ""MAKAUT"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""State Govt University"", ""qualification_type"": null}","2023-01-11 15:38:31.939437+00","2024-02-05 04:52:31.556669+00",False
690,False,"maulana azad national institute of technology","{""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}, ""address"": ""Maulana Azad National Institute of Technology, Bhopal"", ""comment"": ""Maulana Azad National Institute of Technology"", ""country"": {""id"": 1, ""name"": ""india""}, ""website"": ""www.manit.ac.in"", ""district"": {""id"": 323, ""name"": ""bhopal"", ""created"": ""2023-01-11T15:33:24.056266Z"", ""details"": {""state"": {""id"": 26, ""name"": ""madhya pradesh"", ""created"": ""2023-01-11T15:30:33.858478Z"", ""details"": {""country"": {""id"": 1, ""name"": ""india"", ""created"": ""2022-11-29T10:37:24.051069Z"", ""details"": {}, ""updated"": ""2022-11-29T10:37:24.051069Z"", ""priority"": true}, ""state_code"": ""23""}, ""updated"": ""2023-01-11T15:30:33.858478Z"", ""priority"": false}}, ""updated"": ""2023-01-11T15:33:24.056266Z"", ""priority"": false}, ""shortname"": ""MANIT"", ""declared_year"": """", ""specialized_in"": """", ""final_sem_month"": """", ""university_type"": ""Institute of National Importance"", ""qualification_type"": null}","2023-01-11 15:38:31.941263+00","2024-02-05 04:52:44.712025+00",False
