"id","name","degrees","qualification_type","created_at"
165,"economics","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.012257+00"
166,"economics","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.013847+00"
167,"sociology","[{""id"": 55, ""name"": ""master of arts""}]","masters","2023-01-11 16:31:27.015434+00"
168,"mathematics and computing","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.017029+00"
169,"electrical and electronics engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.018646+00"
170,"electrical engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.020229+00"
171,"actuarial mathematics science","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.021811+00"
172,"renewable energy","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.023398+00"
173,"electronics","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.024988+00"
175,"defence and strategic studies","[{""id"": 55, ""name"": ""master of arts""}]","masters","2023-01-11 16:31:27.028665+00"
176,"electronics and communication engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.030248+00"
177,"electronics and computer engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.031835+00"
178,"anthropology","[{""id"": 55, ""name"": ""master of arts""}]","masters","2023-01-11 16:31:27.033424+00"
179,"business administration","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2023-01-11 16:31:27.035014+00"
180,"electronics and instrumentation engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.036621+00"
181,"electronics communication and instrumentation engineering","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-01-11 16:31:27.038205+00"
182,"international business management","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.039787+00"
183,"tamil","[{""id"": 55, ""name"": ""master of arts""}]","masters","2023-01-11 16:31:27.041385+00"
184,"physics and mathematics","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.042964+00"
185,"electronics and telecommunications engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.044555+00"
188,"electronics and telecommunication","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.049311+00"
189,"mathematics electronics and computer science","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""bsc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-05-09T04:58:44.338501Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.050895+00"
190,"computer science","[{""id"": 121, ""name"": ""master of computer science""}]","masters","2023-01-11 16:31:27.052488+00"
191,"marine hospitality science","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.054072+00"
192,"biophysics","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.05566+00"
193,"english","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.057248+00"
194,"automotive engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.058849+00"
195,"information systems","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-01-11 16:31:27.060438+00"
196,"technology management","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-01-11 16:31:27.062061+00"
197,"english literature","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.063644+00"
198,"english","[{""id"": 16, ""name"": ""bachelor of education""}]","degree","2023-01-11 16:31:27.06524+00"
199,"environmental engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.066835+00"
200,"communication and networking","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-01-11 16:31:27.068428+00"
201,"criminology and criminal justice","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.070011+00"
202,"apparel production management","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-01-11 16:31:27.0716+00"
203,"software engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.073177+00"
204,"finance","[{""id"": 10, ""name"": ""bachelor of commerce"", ""created"": ""2023-01-11T16:34:38.619095Z"", ""details"": {""shortname"": ""b com"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.619095Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.074765+00"
205,"financial accounting","[{""id"": 10, ""name"": ""bachelor of commerce"", ""created"": ""2023-01-11T16:34:38.619095Z"", ""details"": {""shortname"": ""b com"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.619095Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.076357+00"
206,"finance","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2023-01-11 16:31:27.077945+00"
207,"solar energy","[{""id"": 45, ""name"": ""bachelor of vocation""}]","degree","2023-01-11 16:31:27.079526+00"
208,"control systems","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.081157+00"
209,"fire and safety engineering","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-01-11 16:31:27.082755+00"
210,"fisheries","[{""id"": 20, ""name"": ""bachelor of fisheries science""}]","degree","2023-01-11 16:31:27.084344+00"
211,"food technology","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.085928+00"
212,"food science and nutrition","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.087509+00"
213,"food technology","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.089093+00"
214,"music","[{""id"": 3, ""name"": ""bachelor of arts""}]","degree","2023-01-11 16:31:27.090706+00"
215,"foreign trade management","[{""id"": 10, ""name"": ""bachelor of commerce"", ""created"": ""2023-01-11T16:34:38.619095Z"", ""details"": {""shortname"": ""b com"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.619095Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.092324+00"
216,"forensic science","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.093907+00"
217,"general science","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.095489+00"
218,"retail management","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.097077+00"
219,"geography","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""bsc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-05-09T04:58:44.338501Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.098659+00"
220,"geography","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.100249+00"
221,"geology","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.101842+00"
222,"vehicle engineering","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.10343+00"
223,"allied health science","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.105011+00"
224,"retail management","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.106593+00"
225,"echocardiography","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.108183+00"
226,"hindi","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.109766+00"
227,"history","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.111353+00"
228,"animation","[{""id"": 19, ""name"": ""bachelor of fine arts""}]","degree","2023-01-11 16:31:27.112935+00"
229,"economics","[{""id"": 16, ""name"": ""bachelor of education""}]","degree","2023-01-11 16:31:27.114515+00"
230,"radiology and imaging technology","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.116101+00"
231,"computer science and engineering","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-01-11 16:31:27.117684+00"
232,"history economics politics","null","degree","2023-01-11 16:31:27.11926+00"
233,"honours","null","degree","2023-01-11 16:31:27.120852+00"
234,"honours in agriculture","null","degree","2023-01-11 16:31:27.122459+00"
235,"horticulture","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""bsc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-05-09T04:58:44.338501Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.124045+00"
236,"hospitality","null","degree","2023-01-11 16:31:27.125627+00"
237,"hospitality and event managment","null","degree","2023-01-11 16:31:27.127212+00"
238,"hospitality management","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.128805+00"
239,"hotel management","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.130389+00"
240,"hotel management and catering technology","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.131978+00"
241,"hr","null","degree","2023-01-11 16:31:27.133608+00"
242,"hr and finance","null","degree","2023-01-11 16:31:27.135179+00"
243,"hr and it","null","degree","2023-01-11 16:31:27.136771+00"
244,"hr and management","null","degree","2023-01-11 16:31:27.13835+00"
245,"marketing","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2023-01-11 16:31:27.139935+00"
246,"human resource management","[{""id"": 8, ""name"": ""bachelor of business management""}]","degree","2023-01-11 16:31:27.141519+00"
247,"humanities","null","degree","2023-01-11 16:31:27.143136+00"
248,"income tax","null","degree","2023-01-11 16:31:27.144746+00"
249,"industrial science","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.146325+00"
251,"industrial production engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.149497+00"
252,"automobile technology","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.151078+00"
253,"industrial chemistry","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.152674+00"
254,"industrial design","null","degree","2023-01-11 16:31:27.154307+00"
255,"industrial engineer and management","null","degree","2023-01-11 16:31:27.1559+00"
256,"industry integrated","null","degree","2023-01-11 16:31:27.157487+00"
257,"information security","null","degree","2023-01-11 16:31:27.159566+00"
258,"management and information technology","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.161144+00"
260,"instrumentation and control engineering","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-01-11 16:31:27.164384+00"
261,"bengali","[{""id"": 16, ""name"": ""bachelor of education""}]","degree","2023-01-11 16:31:27.165965+00"
263,"paper technology","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-01-11 16:31:27.169135+00"
264,"visual communication","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.170713+00"
265,"interior designing","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.172299+00"
266,"stem cell science and technologies","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.173885+00"
267,"internet of things","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.175466+00"
268,"jewellery designing","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.177049+00"
269,"journalism","[{""id"": 100, ""name"": ""bachelor of mass media"", ""created"": ""2023-05-22T10:09:43.387689Z"", ""details"": {""shortname"": ""BMM"", ""qualification_type"": {""id"": 3, ""name"": ""degree"", ""created"": ""2023-01-10T05:33:03.632278Z"", ""details"": {}, ""updated"": ""2023-01-10T05:33:03.632278Z"", ""priority"": true}}, ""updated"": ""2023-05-22T10:09:43.387689Z"", ""priority"": false}]","degree","2023-01-11 16:31:27.178635+00"
270,"leather technology","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-01-11 16:31:27.180223+00"
271,"life science","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.181807+00"
272,"retail management","[{""id"": 45, ""name"": ""bachelor of vocation""}]","degree","2023-01-11 16:31:27.183397+00"
273,"logistics and shipping","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2023-01-11 16:31:27.184982+00"
274,"computer science","[{""id"": 64, ""name"": ""iti""}]","iti","2023-01-11 16:31:27.186562+00"
275,"manufacturing technology","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-01-11 16:31:27.188155+00"
276,"marine engineering","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-01-11 16:31:27.189736+00"
277,"marketing","[{""id"": 10, ""name"": ""bachelor of commerce"", ""created"": ""2023-01-11T16:34:38.619095Z"", ""details"": {""shortname"": ""b com"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.619095Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.191312+00"
278,"physical education","[{""id"": 31, ""name"": ""bachelor of physical education""}]","degree","2023-01-11 16:31:27.192901+00"
279,"journalism and mass communication","[{""id"": 3, ""name"": ""bachelor of arts""}]","degree","2023-01-11 16:31:27.194552+00"
280,"fisheries engineering","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-01-11 16:31:27.196174+00"
281,"materials science","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.197763+00"
282,"food processing and quality management","[{""id"": 45, ""name"": ""bachelor of vocation""}]","degree","2023-01-11 16:31:27.199343+00"
283,"mathematics","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.200926+00"
284,"non medical","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.202583+00"
285,"banking and finance","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-01-11 16:31:27.204192+00"
286,"microelectronics and control system engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.205777+00"
287,"survey engineering","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-01-11 16:31:27.207363+00"
288,"computer science","[{""id"": 87, ""name"": ""master of philosophy""}]","masters","2023-01-11 16:31:27.208959+00"
289,"hair stylist","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-01-11 16:31:27.210561+00"
290,"film making","[{""id"": 110, ""name"": ""bachelor of multimedia""}]","degree","2023-01-11 16:31:27.212146+00"
291,"general medicine","[{""id"": 26, ""name"": ""bachelor of medicine and bachelor of surgery""}]","degree","2023-01-11 16:31:27.213727+00"
292,"earth science","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.215306+00"
293,"computer science","[{""id"": 108, ""name"": ""post graduate diploma in computer application""}]","masters","2023-01-11 16:31:27.216979+00"
294,"food processing and quality management","[{""id"": 105, ""name"": ""master of vocation""}]","masters","2023-01-11 16:31:27.218728+00"
295,"physics chemistry mathematics","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.22032+00"
296,"taxation","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-01-11 16:31:27.221975+00"
297,"mathematics physics computers","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.223606+00"
298,"mathematics statistics and computer science","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.22523+00"
299,"anthropology","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.22683+00"
300,"remote sensing and geographic information system","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-01-11 16:31:27.228509+00"
301,"sanskrit","[{""id"": 3, ""name"": ""bachelor of arts""}]","degree","2023-01-11 16:31:27.230659+00"
302,"mechanical and production","null","degree","2023-01-11 16:31:27.232248+00"
303,"mechanical engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.233835+00"
304,"media graphics and animation","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.235423+00"
305,"data analytics","[{""id"": 80, ""name"": ""master of health administration""}]","masters","2023-01-11 16:31:27.237008+00"
306,"metallurgical and materials engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.23924+00"
307,"pharmaceutical chemistry","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.240847+00"
308,"biology","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.242431+00"
309,"mineral engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.244015+00"
310,"mining engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.245599+00"
311,"banking and finance","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-01-11 16:31:27.24718+00"
312,"nanoscience and nanotechnology","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-01-11 16:31:27.248771+00"
313,"naval architecture and offshore engineering","null","degree","2023-01-11 16:31:27.250352+00"
314,"networking","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.251941+00"
315,"nursing","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.253525+00"
316,"nutrition","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.255107+00"
317,"sericulture","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.256701+00"
318,"industrial automation and robotics","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-01-11 16:31:27.258369+00"
319,"optical engineering","null","degree","2023-01-11 16:31:27.259976+00"
320,"aviation management","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-01-11 16:31:27.261656+00"
321,"paramedical technology","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-01-11 16:31:27.263226+00"
322,"petroleum engineering","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-01-11 16:31:27.264818+00"
323,"pharmaceutical engineering","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-01-11 16:31:27.266407+00"
324,"philosophy ","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.267992+00"
325,"philosophy honours","null","degree","2023-01-11 16:31:27.269669+00"
326,"physical education","[{""id"": 3, ""name"": ""bachelor of arts"", ""created"": ""2023-01-11T16:34:38.605109Z"", ""details"": {""shortname"": ""ba"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.605109Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.271274+00"
327,"physical science","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.272887+00"
328,"physics","[{""id"": 35, ""name"": ""bachelor of science"", ""created"": ""2023-01-11T16:34:38.660955Z"", ""details"": {""shortname"": ""b sc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-01-11T16:34:38.660955Z"", ""priority"": true}]","degree","2023-01-11 16:31:27.274478+00"
329,"physics and chemistry","null","degree","2023-01-11 16:31:27.276065+00"
330,"physics and computerscience","null","degree","2023-01-11 16:31:27.277653+00"
331,"physics and mathematics","[]","degree","2023-01-11 16:31:27.279238+00"
332,"geology","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-01-11 16:31:27.280835+00"
333,"physics biology","null","degree","2023-01-11 16:31:27.28242+00"
