"id","name","degrees","qualification_type","created_at"
594,"mechanical engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-15 09:57:01.479728+00"
595,"environmental science","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-15 10:03:23.125555+00"
596,"botany","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-15 10:20:36.731361+00"
597,"finance and taxation","[{""id"": 56, ""name"": ""master of commerce"", ""created"": ""2023-01-11T16:34:38.694951Z"", ""details"": {""shortname"": ""mcom"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:41.510792Z"", ""priority"": false}]","masters","2023-05-15 10:21:41.109278+00"
599,"metallurgical engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-16 06:10:08.371073+00"
600,"data science","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-16 06:11:08.198401+00"
601,"electronics design and technology","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-16 06:13:36.951121+00"
602,"systems and signal processing","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-05-16 06:51:21.124641+00"
603,"information technology","[{""id"": 72, ""name"": ""master of computer application""}]","masters","2023-05-16 07:05:28.059346+00"
604,"advanced materials science and technology","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-05-16 07:22:02.237949+00"
605,"electronics","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-16 07:59:17.96862+00"
606,"pharmacy","[{""id"": 86, ""name"": ""master of pharmacy"", ""created"": ""2023-01-11T16:34:38.751208Z"", ""details"": {""shortname"": ""m pharma"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.751208Z"", ""priority"": false}]","masters","2023-05-19 05:51:18.648113+00"
607,"biochemistry","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-19 07:10:11.952375+00"
608,"yoga","[{""id"": 55, ""name"": ""master of arts"", ""created"": ""2023-01-11T16:34:38.693323Z"", ""details"": {""shortname"": ""ma"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:21.029311Z"", ""priority"": false}]","masters","2023-05-22 10:07:04.430159+00"
609,"applied geology","[{""id"": 57, ""name"": ""master of science"", ""created"": ""2023-01-11T16:34:38.696586Z"", ""details"": {""shortname"": ""msc"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-05-09T06:29:36.870615Z"", ""priority"": false}]","masters","2023-05-22 10:28:08.696048+00"
610,"industrial waste management","[{""id"": 45, ""name"": ""bachelor of vocation"", ""created"": ""2023-01-11T16:34:38.677256Z"", ""details"": {""shortname"": ""bvoc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-05-11T10:54:25.608776Z"", ""priority"": true}]","degree","2023-05-27 05:49:49.231613+00"
611,"product design","[{""id"": 45, ""name"": ""bachelor of vocation"", ""created"": ""2023-01-11T16:34:38.677256Z"", ""details"": {""shortname"": ""bvoc"", ""qualification_type"": {""id"": 3, ""name"": ""degree""}}, ""updated"": ""2023-05-11T10:54:25.608776Z"", ""priority"": true}]","degree","2023-05-27 06:33:47.316149+00"
612,"information technology","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2023-05-27 06:36:09.62468+00"
613,"fabrication technology and erection engineering","[{""id"": 63, ""name"": ""diploma"", ""created"": ""2023-01-11T16:34:38.712726Z"", ""details"": {""shortname"": ""diploma"", ""qualification_type"": {""id"": 4, ""name"": ""diploma""}}, ""updated"": ""2023-01-11T16:34:38.712726Z"", ""priority"": false}]","diploma","2023-05-27 06:42:49.278037+00"
614,"health inspector","[{""id"": 63, ""name"": ""diploma"", ""created"": ""2023-01-11T16:34:38.712726Z"", ""details"": {""shortname"": ""diploma"", ""qualification_type"": {""id"": 4, ""name"": ""diploma""}}, ""updated"": ""2023-01-11T16:34:38.712726Z"", ""priority"": false}]","diploma","2023-05-27 06:45:00.973527+00"
615,"mining engineering","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-05-27 06:46:43.341375+00"
616,"aeronautical engineering","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-05-27 06:48:06.665774+00"
617,"geography","[{""id"": 55, ""name"": ""master of arts"", ""created"": ""2023-01-11T16:34:38.693323Z"", ""details"": {""shortname"": ""ma"", ""qualification_type"": {""id"": 2, ""name"": ""masters"", ""created"": ""2023-01-10T05:32:57.088029Z"", ""details"": {}, ""updated"": ""2023-01-10T05:32:57.088029Z"", ""priority"": true}}, ""updated"": ""2023-02-28T06:32:21.029311Z"", ""priority"": false}]","masters","2023-05-27 07:02:11.125832+00"
618,"logistics and shipping","[{""id"": 68, ""name"": ""master of business administration"", ""created"": ""2023-01-11T16:34:38.721386Z"", ""details"": {""shortname"": ""mba"", ""qualification_type"": {""id"": 2, ""name"": ""masters""}}, ""updated"": ""2023-01-11T16:34:38.721386Z"", ""priority"": false}]","masters","2023-05-27 07:04:46.307223+00"
620,"information technology","[{""id"": 45, ""name"": ""bachelor of vocation""}]","degree","2023-06-05 07:42:41.559822+00"
621,"food processing","[{""id"": 45, ""name"": ""bachelor of vocation""}]","degree","2023-06-05 07:44:46.481255+00"
622,"mechanical engineering","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-06-05 09:43:07.473046+00"
623,"data science","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-06-05 09:58:02.273327+00"
624,"agriculture","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-06-05 10:03:58.412126+00"
625,"information technology","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-06-05 10:14:44.450568+00"
626,"tourism and travel management","[{""id"": 3, ""name"": ""bachelor of arts""}]","degree","2023-06-05 10:31:08.285263+00"
627,"tourism and travel management","[{""id"": 55, ""name"": ""master of arts""}]","masters","2023-06-05 10:31:18.932991+00"
628,"food technology","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-06-05 11:56:09.124553+00"
629,"software engineering","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-06-05 12:02:27.941066+00"
630,"food and beverage management","[{""id"": 22, ""name"": ""bachelor of hotel management""}]","degree","2023-06-05 12:11:16.387582+00"
631,"airport management","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2023-06-05 12:22:28.094025+00"
632,"biomedical sciences","[{""id"": 101, ""name"": ""bachelor of optometry""}]","degree","2023-06-05 12:23:35.777359+00"
633,"artificial intelligence","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-06-05 13:23:13.719854+00"
634,"urban and regional planning","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-06-06 05:09:56.664004+00"
635,"artificial intelligence","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-06-06 05:11:27.77904+00"
636,"biomedical sciences","[{""id"": 14, ""name"": ""bachelor of dental surgery""}]","degree","2023-06-06 05:21:09.257694+00"
637,"psychology","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-06-06 11:07:08.642523+00"
638,"culinary studies","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-06-06 11:09:58.038149+00"
639,"data analytics","[{""id"": 72, ""name"": ""master of computer application""}]","masters","2023-06-06 13:03:54.525577+00"
640,"aerospace engineering","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-06-07 04:39:12.161761+00"
641,"international business","[{""id"": 102, ""name"": ""post graduate diploma in management""}]","masters","2023-06-07 10:34:05.300324+00"
642,"big data analytics","[{""id"": 102, ""name"": ""post graduate diploma in management""}]","masters","2023-06-07 10:35:43.621608+00"
643,"software engineering","[{""id"": 103, ""name"": ""integrated master of technology""}]","degree","2023-06-10 09:42:33.11578+00"
644,"software engineering","[{""id"": 104, ""name"": ""integrated master of technology""}]","masters","2023-06-10 09:42:41.721699+00"
645,"agribusiness management","[{""id"": 102, ""name"": ""post graduate diploma in management""}]","masters","2023-06-15 07:38:25.631799+00"
646,"general management","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-06-19 06:56:25.270492+00"
647,"hardware technology and networking","[{""id"": 45, ""name"": ""bachelor of vocation""}]","degree","2023-06-21 04:45:19.133049+00"
648,"mathematics chemistry and computer science","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-07-04 09:50:27.050661+00"
649,"cyber security systems and networks","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-07-05 06:43:58.173364+00"
650,"bioinformatics","[{""id"": 17, ""name"": ""bachelor of engineering""}, {""id"": 37, ""name"": ""bachelor of technology""}]","degree","2023-07-14 07:07:47.001024+00"
651,"distributed computing systems","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-07-14 07:11:08.320897+00"
652,"finance management","[{""id"": 8, ""name"": ""bachelor of business management""}]","degree","2023-07-14 07:13:05.550106+00"
653,"genetic engineering","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-07-14 07:27:18.279221+00"
654,"biomedical sciences","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-07-14 07:37:15.652459+00"
655,"aviation","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-07-14 07:39:33.004678+00"
656,"mechatronics","[{""id"": 45, ""name"": ""bachelor of vocation""}]","degree","2023-07-14 07:53:06.637673+00"
657,"biomedical instrumentation","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-07-14 07:56:14.900767+00"
658,"computer integrated manufacturing","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-07-14 08:00:11.761055+00"
659,"electronics and instrumentation engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-07-14 08:03:39.461671+00"
660,"finance","[{""id"": 84, ""name"": ""master of management studies""}]","masters","2023-07-14 08:18:25.150452+00"
661,"electrical and electronics engineering","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-07-14 08:22:05.641716+00"
662,"business management","[{""id"": 56, ""name"": ""master of commerce""}]","masters","2023-07-14 09:27:13.693196+00"
663,"organic chemistry","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-07-14 10:20:00.204745+00"
664,"electronics and communication engineering","[{""id"": 103, ""name"": ""integrated master of technology""}]","degree","2023-07-14 10:23:57.205369+00"
665,"electronics and communication engineering","[{""id"": 104, ""name"": ""integrated master of technology""}]","masters","2023-07-14 10:24:25.331953+00"
666,"sericulture","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-07-14 10:26:34.909085+00"
667,"aeronautical engineering","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-07-14 10:29:41.742312+00"
668,"pharmacy","[{""id"": 50, ""name"": ""diploma in pharmacy""}]","diploma","2023-07-17 05:12:31.802182+00"
669,"production engineering","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-07-17 05:22:35.749369+00"
670,"mechatronics","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-07-17 05:27:22.280358+00"
671,"finance and marketing","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-07-17 10:17:56.14878+00"
672,"geological technology and geoinformatics","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-07-19 05:37:08.205962+00"
673,"business analytics","[{""id"": 10, ""name"": ""bachelor of commerce""}]","degree","2023-07-19 05:39:56.21104+00"
674,"electronics and communication engineering","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-07-19 05:43:26.049452+00"
675,"accounts statistics and computer applications","[{""id"": 3, ""name"": ""bachelor of arts""}]","degree","2023-07-19 05:49:47.28997+00"
676,"architecture","[{""id"": 2, ""name"": ""bachelor of architecture""}]","degree","2023-07-19 05:52:07.4911+00"
677,"biomedical signal processing and instrumentation","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-07-19 05:56:01.293785+00"
678,"technology and management consulting","[{""id"": 105, ""name"": ""master of vocation""}]","masters","2023-07-19 06:00:28.960456+00"
679,"horticulture","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-07-19 06:03:16.640902+00"
680,"social science","[{""id"": 36, ""name"": ""bachelor of social work""}]","degree","2023-07-21 06:01:35.540788+00"
681,"lab technologist","[{""id"": 61, ""name"": ""bachelor of medical laboratory technology""}]","degree","2023-07-21 10:28:08.311709+00"
682,"bioinformatics","[{""id"": 102, ""name"": ""post graduate diploma in management""}]","masters","2023-07-22 10:32:27.294435+00"
683,"production engineering","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-07-28 05:56:49.021945+00"
684,"defence and strategic studies","[{""id"": 3, ""name"": ""bachelor of arts""}]","degree","2023-07-28 11:30:33.852402+00"
685,"information systems management","[{""id"": 10, ""name"": ""bachelor of commerce""}]","degree","2023-07-28 12:05:19.118974+00"
686,"international business","[{""id"": 99, ""name"": ""bachelor of management studies""}]","degree","2023-07-28 13:31:47.092228+00"
687,"food and beverage management","[{""id"": 106, ""name"": ""bachelor of hotel management and catering technology""}]","degree","2023-07-29 05:28:14.878567+00"
688,"library and information science","[{""id"": 107, ""name"": ""master of library and information science""}]","masters","2023-07-29 05:35:11.514302+00"
689,"advanced manufacturing systems","[{""id"": 76, ""name"": ""master of engineering""}, {""id"": 91, ""name"": ""master of technology""}]","masters","2023-07-29 05:54:50.630757+00"
690,"costume design and fashion","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-07-29 05:54:50.685399+00"
691,"electronics robotics","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-07-29 06:13:01.833968+00"
692,"biomedical engineering","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-07-29 06:17:02.849155+00"
693,"agribusiness management","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-07-29 06:19:03.302446+00"
694,"business administration","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-07-29 06:34:29.171891+00"
695,"architecture engineering","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-07-29 06:58:03.517281+00"
696,"electronics and telecommunications engineering","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-07-29 07:08:58.635629+00"
697,"artificial intelligence and machine learning","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-08-04 10:25:11.53349+00"
698,"hospital administration","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-08-05 04:51:32.432649+00"
699,"corporate secretaryship","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-08-05 04:53:09.070552+00"
700,"hotel management","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-08-05 04:54:10.857762+00"
701,"data science","[{""id"": 13, ""name"": ""bachelor of computer application""}]","degree","2023-08-09 06:57:55.994955+00"
702,"digital electronics","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-08-09 10:50:09.478392+00"
703,"forestry","[{""id"": 35, ""name"": ""bachelor of science""}]","degree","2023-08-18 10:37:48.053105+00"
704,"fashion technology","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-08-18 10:39:53.291003+00"
705,"innovation and entrepreneurship management","[{""id"": 68, ""name"": ""master of business administration""}]","masters","2023-08-18 10:52:10.429033+00"
706,"automation and robotics","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-08-18 10:55:20.489667+00"
707,"polymer technology","[{""id"": 63, ""name"": ""diploma""}]","diploma","2023-08-18 10:56:30.468067+00"
708,"sensor systems technology","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-08-18 10:58:02.592481+00"
709,"actuarial science","[{""id"": 57, ""name"": ""master of science""}]","masters","2023-08-26 10:44:55.146873+00"
710,"transportation engineering and management","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-09-02 06:24:39.04368+00"
711,"urban and regional planning","[{""id"": 37, ""name"": ""bachelor of technology""}, {""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2023-09-22 04:25:41.993317+00"
712,"applied geophysics","[{""id"": 104, ""name"": ""integrated master of technology""}]","masters","2023-09-22 09:39:00.591321+00"
713,"quality engineering and management","[{""id"": 91, ""name"": ""master of technology""}, {""id"": 76, ""name"": ""master of engineering""}]","masters","2023-09-22 09:46:57.815441+00"
714,"tamil","[{""id"": 16, ""name"": ""bachelor of education""}]","degree","2023-10-08 09:24:36.483185+00"
715,"urban and regional planning","[{""id"": 34, ""name"": ""bachelor of planning""}]","degree","2023-11-23 09:29:06.353706+00"
716,"rigging and animation","[{""id"": 110, ""name"": ""bachelor of multimedia""}]","degree","2024-05-07 05:21:46.224339+00"
717,"medicine","[{""id"": 21, ""name"": ""bachelor of homeopathic medicine & surgery""}]","degree","2024-05-10 12:24:22.778808+00"
718,"interior design and decoration","[{""id"": 63, ""name"": ""diploma""}]","diploma","2024-07-02 11:49:54.674977+00"
719,"petrochemical technology","[{""id"": 63, ""name"": ""diploma""}]","diploma","2024-07-10 12:53:39.583325+00"
720,"marine engineering","[{""id"": 63, ""name"": ""diploma""}]","diploma","2024-07-12 05:00:39.630592+00"
721,"visual effects","[{""id"": 63, ""name"": ""diploma""}]","diploma","2024-07-12 05:01:36.329638+00"
722,"event management","[{""id"": 63, ""name"": ""diploma""}]","diploma","2024-08-07 07:16:27.038746+00"
723,"packaging technology","[{""id"": 63, ""name"": ""diploma""}]","diploma","2024-09-12 05:51:19.706758+00"
724,"law","[{""id"": 95, ""name"": ""master of law""}]","masters","2024-09-30 12:48:18.083309+00"
725,"logistics and supply chain management","[{""id"": 57, ""name"": ""master of science""}]","masters","2024-10-25 11:03:08.319894+00"
726,"mca","[{""id"": 115, ""name"": ""mca""}]","degree","2024-10-26 11:04:01.913666+00"
727,"it","[{""id"": 116, ""name"": ""msc""}]","degree","2024-10-26 11:04:27.217806+00"
728,"csc","[{""id"": 116, ""name"": ""msc""}]","degree","2024-10-26 11:04:50.967347+00"
729,"machine learning  test","[{""id"": 17, ""name"": ""bachelor of engineering""}]","degree","2024-11-06 07:32:04.03154+00"
730,"artificial intelligance test","[{""id"": 91, ""name"": ""master of technology""}]","masters","2024-11-14 11:46:32.21068+00"
731,"food processing","[{""id"": 63, ""name"": ""diploma""}]","diploma","2025-01-17 13:17:21.818825+00"
732,"business analytics","[{""id"": 13, ""name"": ""bachelor of computer application""}]","degree","2025-07-08 09:58:33.86459+00"
733,"business analytics","[{""id"": 6, ""name"": ""bachelor of business administration""}]","degree","2025-07-08 09:59:05.928995+00"
734,"fashion technology","[{""id"": 63, ""name"": ""diploma""}]","diploma","2026-03-19 02:04:41.851782+00"
735,"plastic processing operator","[{""id"": 64, ""name"": ""iti""}]","iti","2026-03-19 02:10:40.648524+00"
736,"anesthesia and critical care technology","[{""id"": 63, ""name"": ""diploma""}]","diploma","2026-04-10 11:46:39.189855+00"
737,"x ray technology","[{""id"": 63, ""name"": ""diploma""}]","diploma","2026-05-29 11:06:07.35417+00"
738,"man made fiber technology","[{""id"": 63, ""name"": ""diploma""}]","diploma","2026-05-30 02:36:37.703053+00"
